"","price","bedrooms","bathrooms","sqft","neighborhood","status","address"
"7111",685000,2,"1",1200,"Fort Hamilton","listed","9411 Shore Rd #5, Brooklyn, NY 11209"
"7112",695000,2,"1",1200,"Fort Hamilton","listed","9411 Shore Rd #4, Brooklyn, NY 11209"
"7113",879000,3,"2",1200,"Fort Hamilton","listed","52 92nd St #5A, Brooklyn, NY 11209"
"7114",379000,1,"1",800,"Fort Hamilton","listed","9602 4th Ave #2A, Brooklyn, NY 11209"
"7115",485000,2,"1",1000,"Fort Hamilton","listed","9411 Shore Rd #1, Brooklyn, NY 11209"
"7116",525000,1,"1",1000,"Fort Hamilton","listed","9707 4th Ave #6H, Brooklyn, NY 11209"
"7117",660000,2,"2",1070,"Fort Hamilton","listed","9971 Shore Rd #9, Brooklyn, NY 11209"
"7118",660000,2,"2",1070,"Fort Hamilton","listed","9971 Shore Rd #9B, Brooklyn, NY 11209"
"7119",499000,1,"1",900,"Fort Hamilton","listed","9707 4th Ave #7-T, Brooklyn, NY 11209"
"7120",559000,1,"2",700,"Fort Hamilton","listed","433 101st St #1A, Brooklyn, NY 11209"
"7121",489000,1,"1102",1100,"Fort Hamilton","listed","8701 Shore Rd #124, Brooklyn, NY 11209"
"7122",1569999,3,"2",1408,"Fort Hamilton","listed","144 91st St, Brooklyn, NY 11209"
"7123",959000,2,"2",1110,"Fort Hamilton","listed","9956 3rd Ave #302, Brooklyn, NY 11209"
"7124",799000,2,"2",830,"Fort Hamilton","listed","9956 3rd Ave #206, Brooklyn, NY 11209"
"7125",699000,1,"1",705,"Fort Hamilton","listed","9956 3rd Ave #404, Brooklyn, NY 11209"
"7126",1390000,5,"2",2220,"Fort Hamilton","listed","130 Battery Ave, Brooklyn, NY 11209"
"7127",1700000,8,"4",3335,"Fort Hamilton","listed","250 94th St, Brooklyn, NY 11209"
"7128",850000,2,"2",956,"Fort Hamilton","listed","115 96th St #2B, Brooklyn, NY 11209"
"7129",549000,2,"1",886,"Fort Hamilton","listed","9281 Shore Rd #426, Brooklyn, NY 11209"
"7130",1595000,4,"3",2400,"Fort Hamilton","listed","227 89th St #2FAM, Brooklyn, NY 11209"
"7131",975000,2,"2",1068,"Fort Hamilton","listed","9907 3rd Ave #3A, Brooklyn, NY 11209"
"7132",399000,1,"1",710,"Fort Hamilton","listed","9265 Shore Rd #4A, Brooklyn, NY 11209"
"7133",279999,1,"1",650,"Fort Hamilton","listed","9031 Fort Hamilton #6C, Brooklyn, NY 11209"
"7134",279999,1,"1",650,"Fort Hamilton","listed","9031 Fort Hamilton Pkwy #6C, Brooklyn, NY 11209"
"7135",1475000,3,"2",1433,"Fort Hamilton","listed","9907 3rd Ave #6A, Brooklyn, NY 11209"
"7136",395000,1,"1",775,"Fort Hamilton","listed","61 Oliver St #1L, Brooklyn, NY 11209"
"7137",405000,1,"1",890,"Fort Hamilton","listed","9201 Shore Rd #A507, Brooklyn, NY 11209"
"7138",550000,2,"1",1100,"Fort Hamilton","listed","9707 4th Ave #6B, Brooklyn, NY 11209"
"7139",268000,1,"1",700,"Fort Hamilton","listed","325 Marine Ave #D10, Brooklyn, NY 11209"
"7140",439000,1,"1",800,"Fort Hamilton","listed","9265 Shore Rd #6G, Brooklyn, NY 11209"
"7141",389999,1,"1",900,"Fort Hamilton","listed","9201 Shore Rd #D705, Brooklyn, NY 11209"
"7142",845000,2,"2",936,"Fort Hamilton","listed","439 Marine Ave, Brooklyn, NY 11209"
"7143",1250000,3,"2",1240,"Fort Hamilton","listed","214 90th St, Brooklyn, NY 11209"
"7144",398000,1,"1",900,"Fort Hamilton","listed","9801 Shore Rd #6E, Brooklyn, NY 11209"
"7145",498000,2,"2",1100,"Fort Hamilton","listed","9602 4th Ave #3G, Brooklyn, NY 11209"
"7146",375000,1,"1",750,"Fort Hamilton","listed","10104 4th Ave #4A, Brooklyn, NY 11209"
"7147",440000,1,"1",1000,"Fort Hamilton","listed","9437 Shore Rd #F8, Brooklyn, NY 11209"
"7148",319000,1,"1",550,"Fort Hamilton","listed","9987 Shore Rd #15D, Brooklyn, NY 11209"
"7149",679000,1,"1",1100,"Fort Hamilton","listed","9411 Shore Rd #6O, Brooklyn, NY 11209"
"7150",399999,2,"1",850,"Fort Hamilton","listed","9201 Shore Rd #A405, Brooklyn, NY 11209"
"7151",475000,2,"1",1100,"Fort Hamilton","listed","9031 Fort Hamilton Pkwy #6B, Brooklyn, NY 11209"
"7152",679000,2,"2",950,"Fort Hamilton","listed","8940 Colonial Rd #1, Brooklyn, NY 11209"
"7153",425000,1,"1",900,"Fort Hamilton","listed","9707 4th Ave #4O, Brooklyn, NY 11209"
"7154",369000,1,"1",900,"Fort Hamilton","listed","9801 Shore Rd #5N, Brooklyn, NY 11209"
"7155",740000,2,"2",1284,"Fort Hamilton","listed","641 88th St #1C, Brooklyn, NY 11220"
"7156",369000,2,"1",843,"Fort Hamilton","listed","325 Marine Ave #B11, Brooklyn, NY 11209"
"7157",1295000,4,"3",2460,"Fort Hamilton","listed","271 92nd St, Brooklyn, NY 11209"
"7158",320000,1,"1",750,"Fort Hamilton","listed","9201 Shore Rd #A208, Brooklyn, NY 11209"
"7159",1358000,6,"3",1728,"Fort Hamilton","listed","345 88th St, Brooklyn, NY 11209"
"7160",253000,0,"1",475,"Fort Hamilton","listed","302 96th St #6U, Brooklyn, NY 11209"
"7161",435000,2,"1",NA,"Fort Hamilton","listed","9040 Fort Hamilton Pkwy #1K, Brooklyn, NY 11209"
"7162",390000,1,"1",750,"Fort Hamilton","listed","9040 Fort Hamilton Pkwy #4G, Brooklyn, NY 11209"
"7163",330000,1,"1",800,"Fort Hamilton","listed","351 Marine Ave #C7, Brooklyn, NY 11209"
"7164",340000,1,"1",750,"Fort Hamilton","listed","40 89th St #3B, Brooklyn, NY 11209"
"7165",460000,1,"1",NA,"Fort Hamilton","listed","40 89th St #1, Brooklyn, NY 11209"
"7166",535000,1,"1",NA,"Fort Hamilton","listed","40 89th St #2, Brooklyn, NY 11209"
"7167",3695000,0,"4",4950,"Fort Hamilton","listed","518 86th St, Brooklyn, NY 11209"
"7168",1680000,8,"6",3340,"Fort Hamilton","listed","574 92nd St, Brooklyn, NY 11209"
"7169",799000,2,"2",936,"Fort Hamilton","listed","443 Marine Ave, Brooklyn, NY 11209"
"7170",312000,0,"1",450,"Fort Hamilton","listed","9411 Shore Rd #LE, Brooklyn, NY 11209"
"7171",395000,1,"1",NA,"Fort Hamilton","listed","40 89th St #4D, Brooklyn, NY 11209"
"7172",450000,2,"1",850,"Fort Hamilton","listed","302 96th St #3P, Brooklyn, NY 11209"
"7173",499000,0,"1",645,"Fort Hamilton","listed","9511 Shore Rd #617, Brooklyn, NY 11209"
"7174",999999,2,"2",1176,"Fort Hamilton","listed","9917 Shore Rd #4C, Brooklyn, NY 11209"
"7175",835800,2,"2",1250,"Fort Hamilton","listed","9411 Shore Rd #3N, Brooklyn, NY 11209"
"7176",759000,2,"2",871,"Fort Hamilton","listed","433 101st St #2B, Brooklyn, NY 11209"
"7177",499000,2,"1",900,"Fort Hamilton","listed","149 Marine Ave #2K, Brooklyn, NY 11209"
"7178",749999,2,"1",850,"Fort Hamilton","listed","10002 4th Ave #3B, Brooklyn, NY 11209"
"7179",679000,1,"1",950,"Fort Hamilton","listed","9511 Shore Rd #513, Brooklyn, NY 11209"
"7180",389000,1,"1",780,"Fort Hamilton","listed","9707 4th Ave #2U, Brooklyn, NY 11209"
"7181",2300000,4,"3",2450,"Fort Hamilton","listed","55 88th St, Brooklyn, NY 11209"
"7182",440000,1,"1",1000,"Fort Hamilton","listed","9707 4th Ave #5W, Brooklyn, NY 11209"
"7183",389000,1,"1",850,"Fort Hamilton","listed","25 Oliver St #4F, Brooklyn, NY 11209"
"7184",299000,1,"1",600,"Fort Hamilton","listed","9323 Shore Rd #6G, Brooklyn, NY 11209"
"7185",245000,0,"1",600,"Fort Hamilton","listed","15 Oliver St #6G, Brooklyn, NY 11209"
"7186",1529000,5,"3",2068,"Fort Hamilton","listed","8816 Ridge Blvd, Brooklyn, NY 11209"
"7187",420000,1,"1",900,"Fort Hamilton","listed","9707 4th Ave #7S, Brooklyn, NY 11209"
"7188",319000,1,"1",845,"Fort Hamilton","listed","9255 Shore Rd #1B, Brooklyn, NY 11209"
"7189",489000,1,"1",850,"Fort Hamilton","listed","9707 4th Ave #4J, Brooklyn, NY 11209"
"7190",399000,2,"1",800,"Fort Hamilton","listed","325 Marine Ave #C11, Brooklyn, NY 11209"
"7191",449000,1,"1",800,"Fort Hamilton","listed","9265 Shore Rd #6E, Brooklyn, NY 11209"
"7192",1750000,8,"6",5100,"Fort Hamilton","listed","342 89th St, Brooklyn, NY 11209"
"7193",2300000,8,"4",3267,"Fort Hamilton","listed","193 Dahlgren Pl, Brooklyn, NY 11228"
"7194",1349888,5,"3",2000,"Fort Hamilton","listed","542 94th St, Brooklyn, NY 11209"
"7195",319000,1,"1",500,"Fort Hamilton","listed","340 101st St #31C, Brooklyn, NY 11209"
"7196",450000,1,"1",800,"Fort Hamilton","listed","149 Marine Ave #6N, Brooklyn, NY 11209"
"7197",350000,1,"1",690,"Fort Hamilton","listed","9411 Shore Rd #5I, Brooklyn, NY 11209"
"7198",1300000,6,"3",1720,"Fort Hamilton","listed","178 Gelston Ave, Brooklyn, NY 11209"
"7199",1188000,3,"2",1824,"Fort Hamilton","listed","339 101st St, Brooklyn, NY 11209"
"7200",324999,1,"1",650,"Fort Hamilton","listed","338 92nd St #3C, Brooklyn, NY 11209"
"7201",529000,1,"1",1301,"Fort Hamilton","listed","8701 Shore Rd #324, Brooklyn, NY 11209"
"7202",319000,1,"1",NA,"Fort Hamilton","listed","322 101st St #38C, Brooklyn, NY 11209"
"7203",1159000,3,"2",1650,"Fort Hamilton","listed","11 Colonial Gdns, Brooklyn, NY 11209"
"7204",520000,2,"1",875,"Fort Hamilton","listed","9707 4th Ave #2B, Brooklyn, NY 11209"
"7205",1980000,7,"3",2650,"Fort Hamilton","listed","8622 Fort Hamilton Pkwy, Brooklyn, NY 11209"
"7206",1599000,5,"5",3526,"Fort Hamilton","listed","245 94th St, Brooklyn, NY 11209"
"7207",475000,1,"1",NA,"Fort Hamilton","listed","9411 Shore Rd #4L, Brooklyn, NY 11209"
"7208",1200000,3,"3",1260,"Fort Hamilton","listed","637 88th St, Brooklyn, NY 11228"
"7209",425000,2,"1",980,"Fort Hamilton","listed","9707 4th Ave #2, Brooklyn, NY 11209"
"7210",299000,1,"1",700,"Fort Hamilton","listed","9265 Shore Rd #3A, Brooklyn, NY 11209"
"7211",699000,3,"2",1100,"Fort Hamilton","listed","641 88th St #3D, Brooklyn, NY 11228"
"7212",360000,1,"1",750,"Fort Hamilton","listed","40 89th St #6C, Brooklyn, NY 11209"
"7213",495000,1,"1",900,"Fort Hamilton","listed","9425 Shore Rd #5D, Brooklyn, NY 11209"
"7214",470000,2,"1",950,"Fort Hamilton","listed","302 96th St #6, Brooklyn, NY 11209"
"7215",279000,1,"1",700,"Fort Hamilton","listed","61 Oliver St #2D, Brooklyn, NY 11209"
"7216",329000,1,"1",750,"Fort Hamilton","listed","9902 3rd Ave #5E, Brooklyn, NY 11209"
"7217",4500000,59,"27",5400,"Fort Hamilton","listed","421 101st St #24, Brooklyn, NY 11209"
"7218",4200000,6,"5",2791,"Fort Hamilton","listed","70 89th St, Brooklyn, NY 11209"
"7219",709000,2,"2",1000,"Fort Hamilton","listed","52 92nd St #3B, Brooklyn, NY 11209"
"7220",1298000,5,"3",1584,"Fort Hamilton","listed","80 Battery Ave, Brooklyn, NY 11228"
"7221",339000,1,"1",810,"Fort Hamilton","listed","302 96th St #2G, Brooklyn, NY 11209"
"7222",498000,2,"2",1060,"Fort Hamilton","listed","9997 Shore Rd #19E, Brooklyn, NY 11209"
"7223",1990000,0,"1",5510,"Fort Hamilton","listed","368 92nd St, Brooklyn, NY 11209"
"7224",649000,2,"2",920,"Fort Hamilton","listed","9921 4th Ave #2I, Brooklyn, NY 11209"
"7225",469888,2,"1",1000,"Fort Hamilton","listed","9425 Shore Rd #3A, Brooklyn, NY 11209"
"7226",1770000,4,"2",3500,"Fort Hamilton","listed","9311 3rd Ave #1, Brooklyn, NY 11209"
"7227",1176000,4,"3",1677,"Fort Hamilton","listed","225 Dahlgren Pl, Brooklyn, NY 11228"
"7228",324995,1,"1",750,"Fort Hamilton","listed","9902 3rd Ave #4T, Brooklyn, NY 11209"
"7229",355000,1,"1",650,"Fort Hamilton","listed","26 Oliver St #4B, Brooklyn, NY 11209"
"7230",375000,1,"1",NA,"Fort Hamilton","listed","8701 Shore Rd #120, Brooklyn, NY 11209"
"7231",409000,1,"1",900,"Fort Hamilton","listed","9411 Shore Rd #1A, Brooklyn, NY 11209"
"7232",379000,1,"1",1085,"Fort Hamilton","listed","9437 Shore Rd #B4, Brooklyn, NY 11209"
"7233",329000,1,"1",650,"Fort Hamilton","listed","9040 Fort Hamilton Pkwy #3L, Brooklyn, NY 11209"
"7234",299000,1,"1",700,"Fort Hamilton","listed","9701 Shore Rd #1D, Brooklyn, NY 11209"
"7235",379000,2,"1",800,"Fort Hamilton","listed","9411 Shore Rd #LF, Brooklyn, NY 11209"
"7236",299000,1,"1",725,"Fort Hamilton","listed","302 96th St #2R, Brooklyn, NY 11209"
"7237",2199000,3,"2",1655,"Fort Hamilton","listed","9935 Shore Rd #7B, Brooklyn, NY 11209"
"7238",850000,2,"2",1080,"Fort Hamilton","listed","9511 Shore Rd #302, Brooklyn, NY 11209"
"7239",368000,1,"1",880,"Fort Hamilton","listed","9707 4th Ave #J, Brooklyn, NY 11209"
"7240",465000,2,"1",920,"Fort Hamilton","listed","9707 4th Ave #6, Brooklyn, NY 11209"
"7241",1250000,4,"3",2542,"Fort Hamilton","listed","541 88th St, Brooklyn, NY 11209"
"7242",296999,1,"1",500,"Fort Hamilton","listed","8901 Shore Rd #B1, Brooklyn, NY 11209"
"7243",296999,1,"1",500,"Fort Hamilton","listed","8901 Shore Rd #1B, Brooklyn, NY 11209"
"7244",340000,1,"1",635,"Fort Hamilton","listed","61 Oliver St #2S, Brooklyn, NY 11209"
"7245",739000,2,"3",1325,"Fort Hamilton","listed","327 101st St #1A, Brooklyn, NY 11209"
"7246",339000,1,"1",560,"Fort Hamilton","listed","10116 4th Ave #21C, Brooklyn, NY 11209"
"7247",243000,1,"1",600,"Fort Hamilton","listed","325 Marine Ave #B7, Brooklyn, NY 11209"
"7248",449000,2,"1",1050,"Fort Hamilton","listed","9411 Shore Rd #1M, Brooklyn, NY 11209"
"7249",475000,2,"1",1050,"Fort Hamilton","listed","9411 Shore Rd, Brooklyn, NY 11209"
"7250",475000,2,"1",1050,"Fort Hamilton","listed","9411 Shore Rd #1L, Brooklyn, NY 11209"
"7251",455000,2,"1",1000,"Fort Hamilton","listed","9707 4th Ave #3K, Brooklyn, NY 11209"
"7252",622500,2,"1",1000,"Fort Hamilton","listed","9281 Shore Rd #526, Brooklyn, NY 11209"
"7253",635000,2,"1",1050,"Fort Hamilton","listed","9411 Shore Rd #5D, Brooklyn, NY 11209"
"7254",695000,2,"1",1100,"Fort Hamilton","listed","9707 4th Ave #4N, Brooklyn, NY 11209"
"7255",229000,1,"1",670,"Fort Hamilton","listed","219 78th St #3G, Brooklyn, NY 11209"
"7256",2500000,8,"3",3646,"Fort Hamilton","listed","99 Bay 11th St, Brooklyn, NY 11228"
"7257",360000,1,"1",800,"Fort Hamilton","listed","601 79th St #1F, Brooklyn, NY 11209"
"7258",1188000,3,"2",1701,"Fort Hamilton","listed","8753 14th Ave, Brooklyn, NY 11228"
"7259",1199000,3,"2",1484,"Fort Hamilton","listed","1349 85th St, Brooklyn, NY 11228"
"7260",1699000,9,"5",2750,"Fort Hamilton","listed","873 68th St, Brooklyn, NY 11220"
"7261",998000,3,"2",1152,"Fort Hamilton","listed","8105 14th Ave, Brooklyn, NY 11228"
"7262",335000,1,"1",550,"Fort Hamilton","listed","460 Ovington Ave #5B, Brooklyn, NY 11209"
"7263",488000,3,"1",NA,"Fort Hamilton","listed","7901 4th Ave #E7, Brooklyn, NY 11209"
"7264",718200,2,"2",720,"Fort Hamilton","listed","818 60th St #5A, Brooklyn, NY 11220"
"7265",728175,2,"2",730,"Fort Hamilton","listed","818 60th St #5B, Brooklyn, NY 11220"
"7266",1399000,4,"2",2697,"Fort Hamilton","listed","446 76th St, Brooklyn, NY 11209"
"7267",1198000,3,"2",1410,"Fort Hamilton","listed","1070 78th St, Brooklyn, NY 11228"
"7268",1799000,0,"5",2600,"Fort Hamilton","listed","8203 6th Ave, Brooklyn, NY 11209"
"7269",1268000,3,"2",1993,"Fort Hamilton","listed","1395 Shore Pkwy, Brooklyn, NY 11214"
"7270",1075000,3,"2",1100,"Fort Hamilton","listed","46 72nd St, Brooklyn, NY 11209"
"7271",1790000,0,"3",2160,"Fort Hamilton","listed","11 Bay 8th St, Brooklyn, NY 11228"
"7272",3599000,6,"4",2420,"Fort Hamilton","listed","8015 Narrows Ave, Brooklyn, NY 11209"
"7273",1400000,5,"3",2000,"Fort Hamilton","listed","1161 72nd St, Brooklyn, NY 11228"
"7274",730000,3,"2",1108,"Fort Hamilton","listed","188 Bay 17th St #3E, Brooklyn, NY 11214"
"7275",730000,3,"2",1108,"Fort Hamilton","listed","188 Bay 17th St, Brooklyn, NY 11214"
"7276",725000,3,"2",1122,"Fort Hamilton","listed","8728 Bay 16th St #3B, Brooklyn, NY 11214"
"7277",1790000,5,"2",2160,"Fort Hamilton","listed","11 Bay 8 St, Brooklyn, NY 11228"
"7278",1099000,3,"4",2920,"Fort Hamilton","listed","418 Bay Ridge Pkwy, Brooklyn, NY 11209"
"7279",325000,1,"1",750,"Fort Hamilton","listed","7501 Ridge Blvd #6E, Brooklyn, NY 11209"
"7280",535000,2,"1",NA,"Fort Hamilton","listed","255 79th St #B9, Brooklyn, NY 11209"
"7281",308000,1,"1",600,"Fort Hamilton","listed","7609 4th Ave #D5, Brooklyn, NY 11209"
"7282",656250,2,"1",635,"Fort Hamilton","listed","818 60th St #6B, Brooklyn, NY 11220"
"7283",756000,2,"2",730,"Fort Hamilton","listed","818 60th St #3B, Brooklyn, NY 11220"
"7284",718200,2,"2",720,"Fort Hamilton","listed","818 60th St #4A, Brooklyn, NY 11220"
"7285",1400000,7,"4",2713,"Bath Beach","sold","8809 26th Ave, Brooklyn, NY 11214"
"7286",569000,3,"1",1061,"Bath Beach","sold","26 Bay 50th St #1B, Brooklyn, NY 11214"
"7287",843000,0,"1",1392,"Bath Beach","sold","1173 Shore Pkwy, Brooklyn, NY 11214"
"7288",590000,3,"1",1400,"Bath Beach","sold","2652 Mill Rd, Brooklyn, NY 11214"
"7289",1151800,0,"1",1764,"Bath Beach","sold","130 Bay 40th St, Brooklyn, NY 11214"
"7290",949000,3,"2",1836,"Bath Beach","sold","1109 Shore Pkwy, Brooklyn, NY 11228"
"7291",472000,3,"5",1200,"Bath Beach","sold","2652 Cropsey Ave #11J, Brooklyn, NY 11214"
"7292",450000,0,"1",2400,"Bath Beach","sold","27 Bay 14th St #4, Brooklyn, NY 11214"
"7293",1688000,0,"1",2908,"Bath Beach","sold","8752 23rd Ave, Brooklyn, NY 11214"
"7294",1045000,3,"3",NA,"Bath Beach","sold","267 Bay 14th St, Brooklyn, NY 11214"
"7295",1285000,6,"3",1828,"Bath Beach","sold","8706 16th Ave, Brooklyn, NY 11214"
"7296",385000,2,"1",NA,"Bath Beach","sold","2652 Cropsey Ave #3A, Brooklyn, NY 11214"
"7297",950000,5,"2",1620,"Bath Beach","sold","8747 24th Ave, Brooklyn, NY 11214"
"7298",875000,0,"1",4209,"Bath Beach","sold","216 Bay 35th St, Brooklyn, NY 11214"
"7299",1280000,6,"3",NA,"Bath Beach","sold","233 Bay 41st St, Brooklyn, NY 11214"
"7300",908000,3,"8",1536,"Bath Beach","sold","246 Bay 14th St, Brooklyn, NY 11214"
"7301",1820000,0,"1",3003,"Bath Beach","sold","137 Bay 23rd St, Brooklyn, NY 11214"
"7302",1500000,0,"1",1800,"Bath Beach","sold","149 153rd Bay #14, Brooklyn, NY 11214"
"7303",1800000,2,"3",3108,"Bath Beach","sold","152 Bay 28th St, Brooklyn, NY 11214"
"7304",708000,2,"1",1118,"Bath Beach","sold","102 Bay 31 St #3B, Brooklyn, NY 11214"
"7305",1258000,4,"3",1860,"Bath Beach","sold","307 Bay 10 St, Brooklyn, NY 11228"
"7306",260000,1,"1",NA,"Bath Beach","sold","153 Bay 26th St #4C, Brooklyn, NY 11214"
"7307",908000,3,"2",1536,"Bath Beach","sold","246 Bay 14 St, Brooklyn, NY 11214"
"7308",1200000,6,"4",950,"Bath Beach","sold","1740 Bath Ave, Brooklyn, NY 11214"
"7309",8e+05,0,"1",1440,"Bath Beach","sold","1653 Bath Ave, Brooklyn, NY 11214"
"7310",1275000,0,"1",2160,"Bath Beach","sold","66 Bay 11th St, Brooklyn, NY 11228"
"7311",315000,2,"1",NA,"Bath Beach","sold","200 Bay 22nd St #C-1, Brooklyn, NY 11214"
"7312",1280000,7,"3",2688,"Bath Beach","sold","21 Bay 17th St, Brooklyn, NY 11214"
"7313",1180000,4,"3",1778,"Bath Beach","sold","293 Bay 10 St, Brooklyn, NY 11228"
"7314",720000,3,"3",2164,"Bath Beach","sold","23 Bay 49th St #1B, Brooklyn, NY 11214"
"7315",1250000,0,"1",1635,"Bath Beach","sold","176 Bay 10th St, Brooklyn, NY 11228"
"7316",989000,0,"1",1655,"Bath Beach","sold","187 Bay 44th St, Brooklyn, NY 11214"
"7317",1249000,6,"2",3484,"Bath Beach","sold","139 Bay 44th St, Brooklyn, NY 11214"
"7318",1300000,0,"1",3420,"Bath Beach","sold","146 Bay 47th St, Brooklyn, NY 11214"
"7319",1160000,4,"5",2052,"Bath Beach","sold","8791 17th Ave, Brooklyn, NY 11214"
"7320",1500000,0,"3",2498,"Bath Beach","sold","8731 21st Ave, Brooklyn, NY 11214"
"7321",569000,0,"1",1007,"Bath Beach","sold","26 Bay 50th St #2B, Brooklyn, NY 11214"
"7322",1100000,4,"3",2040,"Bath Beach","sold","2522 Bath Ave, Brooklyn, NY 11214"
"7323",280000,0,"1",NA,"Bath Beach","sold","1935 Shore Pkwy #7E, Brooklyn, NY 11214"
"7324",813000,0,"1",1691,"Bath Beach","sold","207 Bay 11th St, Brooklyn, NY 11228"
"7325",8e+05,0,"1",NA,"Bath Beach","sold","Avenue Z, Brooklyn, NY 11214"
"7326",995000,6,"2",1728,"Bath Beach","sold","146 Bay 41st St, Brooklyn, NY 11214"
"7327",315000,2,"1",NA,"Bath Beach","sold","200 Bay 22 St #C1, Brooklyn, NY 11214"
"7328",1598888,0,"1",2743,"Bath Beach","sold","190 Bay 28th St, Brooklyn, NY 11214"
"7329",1950000,8,"3",3527,"Bath Beach","sold","46 Bay 25th St, Brooklyn, NY 11214"
"7330",1320000,0,"1",2024,"Bath Beach","sold","8842 16th Ave, Brooklyn, NY 11214"
"7331",768000,3,"2",1172,"Bath Beach","sold","8624 24th Ave #3B, Brooklyn, NY 11214"
"7332",1300000,11,"3",NA,"Bath Beach","sold","146 Bay 47 St, Brooklyn, NY 11214"
"7333",382000,0,"1",6120,"Bath Beach","sold","153 Bay 26th St #1, Brooklyn, NY 11214"
"7334",428000,1,"1",698,"Bath Beach","sold","2761 Bath Ave #1A, Brooklyn, NY 11214"
"7335",1430000,0,"1",2598,"Bath Beach","sold","8671 19th Ave, Brooklyn, NY 11214"
"7336",450000,0,"1",NA,"Bath Beach","sold","30 Bay 29th St #2D, Brooklyn, NY 11214"
"7337",650000,0,"1",NA,"Bath Beach","sold","128 Bay 43rd St #3B, Brooklyn, NY 11214"
"7338",830000,3,"2",1834,"Bath Beach","sold","235 Bay 11th St, Brooklyn, NY 11228"
"7339",1400000,0,"1",1800,"Bath Beach","sold","48 Bay 20th St, Brooklyn, NY 11214"
"7340",755000,2,"2",928,"Bath Beach","sold","2051 Shore Pkwy, Brooklyn, NY 11214"
"7341",270000,1,"1",711,"Bath Beach","sold","1265 Shore Pkwy #C2, Brooklyn, NY 11214"
"7342",450000,0,"1",2000,"Bath Beach","sold","11 Bay 38th St, Brooklyn, NY 11214"
"7343",2200000,8,"6",3496,"Bath Beach","sold","261 Bay 10th St, Brooklyn, NY 11228"
"7344",1500000,9,"3",1800,"Bath Beach","sold","149 Bay 14 St, Brooklyn, NY 11214"
"7345",1070000,0,"1",1657,"Bath Beach","sold","181 Bay 44th St, Brooklyn, NY 11214"
"7346",1500000,8,"3",1800,"Bath Beach","sold","149 Bay 14th St, Brooklyn, NY 11214"
"7347",1605000,12,"4",4000,"Bath Beach","sold","125 Bay 46th St, Brooklyn, NY 11214"
"7348",1350000,2,"1",1100,"Bath Beach","sold","94 Bay 8th St, Brooklyn, NY 11228"
"7349",1249000,6,"2",3484,"Bath Beach","sold","139 Bay 44 St, Brooklyn, NY 11214"
"7350",250000,0,"1",500,"Bath Beach","sold","2121 Shore Pkwy #7M, Brooklyn, NY 11214"
"7351",950000,3,"2",1561,"Bath Beach","sold","317 Bay 20th St, Brooklyn, NY 11214"
"7352",990000,0,"1",2160,"Bath Beach","sold","8613 14th Ave, Brooklyn, NY 11228"
"7353",603000,0,"1",579,"Bath Beach","sold","8616 21st Ave #5H, Brooklyn, NY 11214"
"7354",1950000,7,"4",NA,"Bath Beach","sold","46 Bay 25 St, Brooklyn, NY 11214"
"7355",780000,7,"5",2695,"Bath Beach","sold","2513 W 17th St, Brooklyn, NY 11214"
"7356",1350000,0,"1",2780,"Bath Beach","sold","80 Bay 46th St, Brooklyn, NY 11214"
"7357",995000,6,"2",1728,"Bath Beach","sold","146 Bay 41 St, Brooklyn, NY 11214"
"7358",450000,2,"1",1064,"Bath Beach","sold","30 Bay 29 St #2D, Brooklyn, NY 11214"
"7359",743000,0,"1",990,"Bath Beach","sold","8715-8719 Bay 16th St #2B, Brooklyn, NY 11214"
"7360",382000,0,"1",NA,"Bath Beach","sold","153 Bay 26th St #2A, Brooklyn, NY 11214"
"7361",1325000,12,"6",NA,"Bath Beach","sold","38 Bay 32nd St, Brooklyn, NY 11214"
"7362",1325000,12,"6",NA,"Bath Beach","sold","36 Bay 32nd St, Brooklyn, NY 11214"
"7363",1600000,10,"5",3300,"Bath Beach","sold","8797 19th Ave, Brooklyn, NY 11214"
"7364",1865000,6,"3",2640,"Bath Beach","sold","161 Bay 26th St, Brooklyn, NY 11214"
"7365",375000,2,"1",1000,"Bath Beach","sold","2652 Cropsey Ave #14F, Brooklyn, NY 11214"
"7366",10,0,"1",2012,"Bath Beach","sold","2436 Benson Ave, Brooklyn, NY 11214"
"7367",1250000,0,"1",2176,"Bath Beach","sold","125 Bay 11th St, Brooklyn, NY 11228"
"7368",466500,2,"1",744,"Bath Beach","sold","125 28th Ave #2A, Brooklyn, NY 11214"
"7369",1200000,0,"1",3166,"Bath Beach","sold","2575 W 15th St, Brooklyn, NY 11214"
"7370",1150000,0,"1",2620,"Bath Beach","sold","8839 16th Ave, Brooklyn, NY 11214"
"7371",3000,0,"1",2308,"Bath Beach","sold","33 Bay 31st St, Brooklyn, NY 11214"
"7372",460000,0,"1",NA,"Bath Beach","sold","30 Bay 29th St #4B, Brooklyn, NY 11214"
"7373",294060,3,"2",NA,"Bath Beach","sold","2483 W 16th St #18C, Brooklyn, NY 11214"
"7374",690000,0,"1",2160,"Bath Beach","sold","8663 14th Ave, Brooklyn, NY 11228"
"7375",270000,1,"1",800,"Bath Beach","sold","2475 W 16th St #17A, Brooklyn, NY 11214"
"7376",450000,2,"1",1064,"Bath Beach","sold","30 Bay 29 St #2D, Brooklyn, NY 11214"
