"","price","bedrooms","bathrooms","sqft","neighborhood","status","address"
"1",4100000,4,"5",2940,"Park Slope","sold","336A 4th St, Brooklyn, NY 11215"
"2",1020000,3,"1",NA,"Park Slope","sold","411 15th St #K, Brooklyn, NY 11215"
"3",45000,0,"1",NA,"Park Slope","sold","65 Saint Johns Pl #D, Brooklyn, NY 11217"
"4",45000,0,"1",NA,"Park Slope","sold","65 Saint Johns Pl #E, Brooklyn, NY 11217"
"5",908000,0,"1",1066,"Park Slope","sold","397 1st St #4R, Brooklyn, NY 11215"
"6",1270000,2,"1",NA,"Park Slope","sold","509 2nd St #1R, Brooklyn, NY 11215"
"7",2600000,5,"4",3600,"Park Slope","sold","645 Carroll St, Brooklyn, NY 11215"
"8",4050000,4,"4",3600,"Park Slope","sold","538 9th St #4, Brooklyn, NY 11215"
"9",2400000,3,"3",1428,"Park Slope","sold","910 Union St #7A, Brooklyn, NY 11215"
"10",750000,1,"1",566,"Park Slope","sold","180 Sterling Pl #15, Brooklyn, NY 11217"
"11",4296390,5,"3",2688,"Park Slope","sold","463 1st St, Brooklyn, NY 11215"
"12",560000,1,"1",NA,"Park Slope","sold","195 Prospect Park W #3D, Brooklyn, NY 11215"
"13",2960000,3,"3",1604,"Park Slope","sold","133 Sterling Pl #2A, Brooklyn, NY 11217"
"14",4250000,0,"1",4780,"Park Slope","sold","236 Flatbush Ave, Brooklyn, NY 11217"
"15",2040000,3,"2",NA,"Park Slope","sold","808 8th Ave #4-R, Brooklyn, NY 11215"
"16",555000,2,"1",NA,"Park Slope","sold","525 5th St #4L, Brooklyn, NY 11215"
"17",1402000,3,"1",NA,"Park Slope","sold","457 3rd St #2L, Brooklyn, NY 11215"
"18",3950000,4,"4",3072,"Park Slope","sold","422 16th St, Brooklyn, NY 11215"
"19",8e+05,0,"1",1620,"Park Slope","sold","441 18th St, Brooklyn, NY 11215"
"20",2890255,2,"3",2682,"Park Slope","sold","432 10th St #1, Brooklyn, NY 11215"
"21",230000,0,"1",NA,"Park Slope","sold","300 8th Ave #6G, Brooklyn, NY 11215"
"22",949000,2,"1",2610,"Park Slope","sold","684 10th St #4, Brooklyn, NY 11215"
"23",3050000,4,"4",2430,"Park Slope","sold","338 7th St #A, Brooklyn, NY 11215"
"24",1400000,0,"1",NA,"Park Slope","sold","111 8th Ave #12, Brooklyn, NY 11215"
"25",1025000,0,"1",969,"Park Slope","sold","279-285 Prospect Park W #1C, Brooklyn, NY 11215"
"26",1480000,0,"1",NA,"Park Slope","sold","103 Berkeley Pl #2, Brooklyn, NY 11217"
"27",1900000,2,"2",1400,"Park Slope","sold","22 8th Ave #3, Brooklyn, NY 11217"
"28",925000,2,"1",NA,"Park Slope","sold","483 12th St #2R, Brooklyn, NY 11215"
"29",5e+06,0,"1",6260,"Park Slope","sold","339 5th Ave #6, Brooklyn, NY 11215"
"30",1625000,3,"2",2076,"Park Slope","sold","35 Saint Marks Ave #1, Brooklyn, NY 11217"
"31",1215000,2,"1",NA,"Park Slope","sold","289 13th St #4L, Brooklyn, NY 11215"
"32",2e+06,8,"4",3212,"Park Slope","sold","270 14th St, Brooklyn, NY 11215"
"33",1119500,2,"2",869,"Park Slope","sold","343 4th Ave #6H, Brooklyn, NY 11215"
"34",2500000,0,"1",NA,"Park Slope","sold","125 Prospect Park W #2A, Brooklyn, NY 11215"
"35",3575000,0,"1",5169,"Park Slope","sold","370 5th Ave, Brooklyn, NY 11215"
"36",5300000,7,"4",4220,"Park Slope","sold","624 6th St, Brooklyn, NY 11215"
"37",950000,0,"1",1853,"Park Slope","sold","257 8th St #1, Brooklyn, NY 11215"
"38",2010000,0,"1",1188,"Park Slope","sold","160 Prospect Park W #4, Brooklyn, NY 11215"
"39",1290000,2,"5",NA,"Park Slope","sold","203 7th Ave #5B, Brooklyn, NY 11215"
"40",550000,0,"1",551,"Park Slope","sold","630-632 Union St #2A, Brooklyn, NY 11215"
"41",2150000,3,"3",1980,"Park Slope","sold","675 Sackett St #110, Brooklyn, NY 11217"
"42",1200000,2,"2",950,"Park Slope","sold","392 11th St #2B, Brooklyn, NY 11215"
"43",1650000,0,"1",NA,"Park Slope","sold","441 3rd St #4L, Brooklyn, NY 11215"
"44",333000,0,"1",NA,"Park Slope","sold","462 6th St #3D, Brooklyn, NY 11215"
"45",1970000,0,"1",3480,"Park Slope","sold","544 9th St #4, Brooklyn, NY 11215"
"46",4106777,5,"5",2400,"Park Slope","sold","385 12th St, Brooklyn, NY 11215"
"47",2245000,3,"2",1600,"Park Slope","sold","444 12th St #5E, Brooklyn, NY 11215"
"48",399000,0,"1",3126,"Park Slope","sold","19 7th Ave, Brooklyn, NY 11217"
"49",980000,2,"2",1300,"Park Slope","sold","222 16th St, Brooklyn, NY 11215"
"50",710000,1,"1",NA,"Park Slope","sold","140 8th Ave #5R, Brooklyn, NY 11215"
"51",3750000,0,"1",4120,"Park Slope","sold","601 7th St, Brooklyn, NY 11215"
"52",790000,1,"1",NA,"Park Slope","sold","916 Union St #6D, Brooklyn, NY 11215"
"53",1400000,2,"1",873,"Park Slope","sold","444-446 17th St #3B, Brooklyn, NY 11215"
"54",1700000,0,"1",1191,"Park Slope","sold","315-317 16th St #3B, Brooklyn, NY 11215"
"55",2850000,12,"7",8400,"Park Slope","sold","158 7th Ave, Brooklyn, NY 11215"
"56",2555000,0,"1",1872,"Park Slope","sold","387 10th St, Brooklyn, NY 11215"
"57",2220075,0,"1",3760,"Park Slope","sold","507 1st St, Brooklyn, NY 11215"
"58",1535000,3,"1",NA,"Park Slope","sold","457 3rd St #2R, Brooklyn, NY 11215"
"59",2500,7,"3",4420,"Park Slope","sold","455 17th St, Brooklyn, NY 11215"
"60",2425000,5,"4",2648,"Park Slope","sold","6 Jackson Pl, Brooklyn, NY 11215"
"61",662500,1,"1",600,"Park Slope","sold","180 Sterling Pl #11, Brooklyn, NY 11217"
"62",2425000,3,"4",1350,"Park Slope","sold","326 14th St, Brooklyn, NY 11215"
"63",2100000,6,"3",1895,"Park Slope","sold","367 13th St, Brooklyn, NY 11215"
"64",460000,1,"1",NA,"Park Slope","sold","198 8th Ave #3F, Brooklyn, NY 11215"
"65",1,0,"1",3705,"Park Slope","sold","571 10th St, Brooklyn, NY 11215"
"66",656500,1,"1",517,"Park Slope","sold","180 Sterling Pl #1, Brooklyn, NY 11217"
"67",1800000,0,"1",153,"Park Slope","sold","580 Carroll St #P9, Brooklyn, NY 11215"
"68",1800000,2,"2",1085,"Park Slope","sold","580 Carroll St #5D, Brooklyn, NY 11215"
"69",860000,0,"1",NA,"Park Slope","sold","446 15th St #1L, Brooklyn, NY 11215"
"70",550000,1,"1",NA,"Park Slope","sold","115 8th Ave #10, Brooklyn, NY 11215"
"71",3850000,7,"4",4520,"Park Slope","sold","214 8th Ave, Brooklyn, NY 11215"
"72",2325000,3,"3",NA,"Park Slope","sold","35 Prospect Park W #12E, Brooklyn, NY 11215"
"73",1987500,3,"3",1356,"Park Slope","sold","613 Baltic St #3E, Brooklyn, NY 11217"
"74",2850000,2,"2",1808,"Park Slope","sold","415 4th St #1, Brooklyn, NY 11215"
"75",2695000,3,"3",1808,"Park Slope","sold","939 Union St #12, Brooklyn, NY 11215"
"76",13483500,1,"1",7200,"Park Slope","sold","157 5th Ave, Brooklyn, NY 11217"
"77",1500000,2,"1",844,"Park Slope","sold","108 Prospect Park W #4, Brooklyn, NY 11215"
"78",1710000,2,"2",1558,"Park Slope","sold","159 Garfield Pl #1L, Brooklyn, NY 11215"
"79",2558150,4,"5",2818,"Park Slope","sold","288 16th St #6, Brooklyn, NY 11215"
"80",3830812,3,"3",1686,"Park Slope","sold","1 Prospect Park W #C, Brooklyn, NY 11215"
"81",1325000,0,"1",NA,"Park Slope","sold","296 Garfield Pl #1PAR, Brooklyn, NY 11215"
"82",1175000,2,"2",910,"Park Slope","sold","657 Warren St #3B, Brooklyn, NY 11217"
"83",1195000,2,"2",833,"Park Slope","sold","302 2nd St #10J, Brooklyn, NY 11215"
"84",3125000,7,"4",3824,"Park Slope","sold","384 9th St, Brooklyn, NY 11215"
"85",7300000,5,"5",4016,"Park Slope","sold","527 3rd St, Brooklyn, NY 11215"
"86",1200000,2,"2",883,"Park Slope","sold","391 Dean St #3D, Brooklyn, NY 11217"
"87",1100000,2,"1",800,"Park Slope","sold","403 3rd St #3, Brooklyn, NY 11215"
"88",690000,1,"1",NA,"Park Slope","sold","396 3rd St #11, Brooklyn, NY 11215"
"89",875000,1,"1",762,"Park Slope","sold","343 4th Ave #12E, Brooklyn, NY 11215"
"90",750000,1,"1",NA,"Park Slope","sold","670 President St #1C, Brooklyn, NY 11215"
"91",425000,0,"1",NA,"Park Slope","sold","195 Garfield Pl #3G, Brooklyn, NY 11215"
"92",336800,0,"1",NA,"Park Slope","sold","462 6th St #2D, Brooklyn, NY 11215"
"93",1262000,0,"1",877,"Park Slope","sold","353 6th St #2, Brooklyn, NY 11215"
"94",1167000,2,"2",1030,"Park Slope","sold","255 1st St #9B, Brooklyn, NY 11215"
"95",5400000,9,"3",4000,"Park Slope","sold","82 7th Ave, Brooklyn, NY 11217"
"96",3841500,6,"8",3480,"Park Slope","sold","295 13th St, Brooklyn, NY 11215"
"97",1595000,2,"2",1143,"Park Slope","sold","251 1st St #5F, Brooklyn, NY 11215"
"98",948000,2,"1",NA,"Park Slope","sold","125 Prospect Park W #1F, Brooklyn, NY 11215"
"99",4100000,1,"1",6820,"Park Slope","sold","276 5th Ave, Brooklyn, NY 11215"
"100",675000,1,"1",690,"Park Slope","sold","333 4th St #3D, Brooklyn, NY 11215"
"101",982500,1,"1",740,"Park Slope","sold","309 2nd St #2B, Brooklyn, NY 11215"
"102",7500000,0,"1",6135,"Park Slope","sold","146 5th Ave #3, Brooklyn, NY 11217"
"103",3450000,6,"3",3400,"Park Slope","sold","593 7th St, Brooklyn, NY 11215"
"104",1215000,2,"1",NA,"Park Slope","sold","235 Lincoln Pl #1-E, Brooklyn, NY 11217"
"105",999000,2,"1",NA,"Park Slope","sold","270 5th St #2G, Brooklyn, NY 11215"
"106",785000,2,"1",NA,"Park Slope","sold","813 8th Ave #2R, Brooklyn, NY 11215"
"107",685000,0,"1",509,"Park Slope","sold","180 Sterling Pl #14, Brooklyn, NY 11217"
"108",3600000,6,"8",3600,"Park Slope","sold","583 5th St, Brooklyn, NY 11215"
"109",850000,2,"1",NA,"Park Slope","sold","404 3rd St #D1, Brooklyn, NY 11215"
"110",1800000,0,"1",2432,"Park Slope","sold","464 1st St, Brooklyn, NY 11215"
"111",2050000,4,"2",1736,"Park Slope","sold","86 Windsor Pl, Brooklyn, NY 11215"
"112",760000,1,"1",650,"Park Slope","sold","135 Garfield Pl #2F, Brooklyn, NY 11215"
"113",759000,1,"1",NA,"Park Slope","sold","404 3rd St #D2, Brooklyn, NY 11215"
"114",1700000,6,"3",1576,"Park Slope","sold","394 Douglass St, Brooklyn, NY 11217"
"115",685000,0,"1",NA,"Park Slope","sold","113 Sterling Pl #1, Brooklyn, NY 11217"
"116",1300000,1,"2",1260,"Park Slope","sold","279-285 Prospect Park W #2K, Brooklyn, NY 11215"
"117",3900000,1,"1",3556,"Park Slope","sold","67 4th Ave #3, Brooklyn, NY 11217"
"118",10000,0,"1",153,"Park Slope","sold","226 15th St #P1, Brooklyn, NY 11215"
"119",3850000,0,"1",3480,"Park Slope","sold","552 9th St #5, Brooklyn, NY 11215"
"120",4400000,0,"1",3496,"Park Slope","sold","519 3rd St, Brooklyn, NY 11215"
"121",762500,1,"1",NA,"Park Slope","sold","235 Lincoln Pl #5H, Brooklyn, NY 11217"
"122",750000,1,"1",NA,"Park Slope","sold","130 8th Ave #8F, Brooklyn, NY 11215"
"123",865500,0,"1",823,"Park Slope","sold","420 8th Ave #2A, Brooklyn, NY 11215"
"124",1653400,3,"2",1510,"Park Slope","sold","267 8th St #4L, Brooklyn, NY 11215"
"125",5850000,4,"4",3550,"Park Slope","sold","540 4th St, Brooklyn, NY 11215"
"126",1241000,3,"1",1300,"Park Slope","sold","462 E 15th St #3R, Brooklyn, NY 11215"
"127",975000,2,"1",812,"Park Slope","sold","412 8th Ave #C4, Brooklyn, NY 11215"
"128",3900000,3,"3",2670,"Park Slope","sold","324 1st St, Brooklyn, NY 11215"
"129",1960000,5,"2",1808,"Park Slope","sold","345 7th St, Brooklyn, NY 11215"
"130",163228,0,"1",4500,"Park Slope","sold","682 Carroll St, Brooklyn, NY 11215"
"131",3160000,1,"1",5030,"Park Slope","sold","542 5th Ave, Brooklyn, NY 11215"
"132",325000,0,"1",NA,"Park Slope","sold","475 7th Ave #1R, Brooklyn, NY 11215"
"133",825000,2,"1",NA,"Park Slope","sold","1209 8th Ave #4L, Brooklyn, NY 11215"
"134",750000,2,"1",NA,"Park Slope","sold","160 Lincoln Pl #2A, Brooklyn, NY 11217"
"135",2525000,4,"2",1530,"Park Slope","sold","495 4th Ave, Brooklyn, NY 11215"
"136",620000,1,"1",NA,"Park Slope","sold","915 President St #5F, Brooklyn, NY 11215"
"137",3400000,4,"3",NA,"Park Slope","sold","35 Prospect Park W #14B, Brooklyn, NY 11215"
"138",4585500,5,"3",4120,"Park Slope","sold","488 4th St, Brooklyn, NY 11215"
"139",969139,2,"5",NA,"Park Slope","sold","264 6th Ave #2F, Brooklyn, NY 11215"
"140",3680000,3,"2",2016,"Park Slope","sold","477 10th St, Brooklyn, NY 11215"
"141",675000,1,"1",NA,"Park Slope","sold","199 8th Ave #B2, Brooklyn, NY 11215"
"142",1375000,2,"1",1150,"Park Slope","sold","305 8th Ave #B1, Brooklyn, NY 11215"
"143",2680000,5,"4",2972,"Park Slope","sold","184 16th St, Brooklyn, NY 11215"
"144",240750,0,"1",NA,"Park Slope","sold","481 17th St #2R, Brooklyn, NY 11215"
"145",3203266,3,"3",2694,"Park Slope","sold","105 8th Ave #1, Brooklyn, NY 11215"
"146",849000,2,"1",758,"Park Slope","sold","412 7th Ave, Brooklyn, NY 11215"
"147",1475000,2,"2",NA,"Park Slope","sold","251 1st St #5D, Brooklyn, NY 11215"
"148",2100000,0,"1",1342,"Park Slope","sold","53 Lincoln Pl #3, Brooklyn, NY 11217"
"149",598000,1,"1",NA,"Park Slope","sold","160 Lincoln Pl #3B, Brooklyn, NY 11217"
"150",1430000,2,"2",1134,"Park Slope","sold","192 15th St #301, Brooklyn, NY 11215"
"151",1200000,2,"2",1168,"Park Slope","sold","162 16th St, Brooklyn, NY 11215"
"152",1200000,2,"5",927,"Park Slope","sold","162-166 16th St #9C, Brooklyn, NY 11215"
"153",1275000,2,"2",1136,"Park Slope","sold","186 Prospect Park W #A, Brooklyn, NY 11215"
"154",743500,1,"1",620,"Park Slope","sold","343 4th Ave #4H, Brooklyn, NY 11215"
"155",3200000,5,"4",3040,"Park Slope","sold","101 Saint Johns Pl, Brooklyn, NY 11217"
"156",720000,1,"1",NA,"Park Slope","sold","135 Garfield Pl #4F, Brooklyn, NY 11215"
"157",1100000,0,"1",NA,"Park Slope","sold","39 Plaza St W #8C, Brooklyn, NY 11217"
"158",1595000,3,"5",NA,"Park Slope","sold","156 Prospect Park W #3L, Brooklyn, NY 11215"
"159",4150000,3,"5",3026,"Park Slope","sold","56 Prospect Pl, Brooklyn, NY 11217"
"160",465000,1,"1",NA,"Park Slope","sold","55 Montgomery Pl #4F, Brooklyn, NY 11215"
"161",1500000,2,"2",1088,"Park Slope","sold","309 2nd St #3C, Brooklyn, NY 11215"
"162",4500000,9,"6",4496,"Park Slope","sold","240 Flatbush Ave, Brooklyn, NY 11217"
"163",1165000,2,"1",NA,"Park Slope","sold","235 Lincoln Pl #4F, Brooklyn, NY 11217"
"164",1100000,3,"1",NA,"Park Slope","sold","415 9th St #42, Brooklyn, NY 11215"
"165",3375000,4,"4",3984,"Park Slope","sold","374 Douglass St, Brooklyn, NY 11217"
"166",10,0,"1",NA,"Park Slope","sold","101 Sterling Pl #1, Brooklyn, NY 11217"
"167",1800000,2,"2",NA,"Park Slope","sold","27 Prospect Park W #4B, Brooklyn, NY 11215"
"168",1875000,0,"1",NA,"Park Slope","sold","497 3rd St #3, Brooklyn, NY 11215"
"169",430000,0,"1",NA,"Park Slope","sold","195 Garfield Pl #2L, Brooklyn, NY 11215"
"170",5650000,7,"4",4660,"Park Slope","sold","531 1st St, Brooklyn, NY 11215"
"171",1947500,3,"3",1550,"Park Slope","sold","563 8th St #1R, Brooklyn, NY 11215"
"172",1025000,2,"1",900,"Park Slope","sold","18 Lincoln Pl #2R, Brooklyn, NY 11217"
"173",3350000,1,"1",900,"Park Slope","sold","449 Bergen St #2, Brooklyn, NY 11217"
"174",1875000,2,"2",NA,"Park Slope","sold","497 3rd St #2, Brooklyn, NY 11215"
"175",675000,1,"1",NA,"Park Slope","sold","279 1st St #4A, Brooklyn, NY 11215"
"176",962000,2,"1",770,"Park Slope","sold","145 Prospect Park W #2F, Brooklyn, NY 11215"
"177",1270000,2,"2",984,"Park Slope","sold","343 4th Ave #11C, Brooklyn, NY 11215"
"178",685000,2,"1",NA,"Park Slope","sold","456 Prospect Ave #2L, Brooklyn, NY 11215"
"179",995000,2,"2",1212,"Park Slope","sold","392 11th St #1B, Brooklyn, NY 11215"
"180",1615000,2,"2",1175,"Park Slope","sold","22 Montgomery Pl #1, Brooklyn, NY 11215"
"181",3400000,3,"3",2470,"Park Slope","sold","427 10th St, Brooklyn, NY 11215"
"182",850000,2,"1",920,"Park Slope","sold","15 Berkeley Pl #3B, Brooklyn, NY 11217"
"183",1060000,2,"2",887,"Park Slope","sold","302 2nd St #5A, Brooklyn, NY 11215"
"184",2950000,6,"3",2610,"Park Slope","sold","364 8th St, Brooklyn, NY 11215"
"185",2140000,4,"3",2160,"Park Slope","sold","434 15th St, Brooklyn, NY 11215"
"186",643750,1,"1",NA,"Park Slope","sold","25 Plaza St W #4A, Brooklyn, NY 11217"
"187",1305500,2,"2",898,"Park Slope","sold","347 3rd St #C-2B, Brooklyn, NY 11215"
"188",3350000,4,"4",2833,"Park Slope","sold","449 Bergen St, Brooklyn, NY 11217"
"189",5700000,4,"5",3176,"Park Slope","sold","1 Prospect Park W #9D, Brooklyn, NY 11215"
"190",1650000,2,"2",1250,"Park Slope","sold","40 Prospect Park W #5A, Brooklyn, NY 11215"
"191",1335000,2,"1",2880,"Park Slope","sold","590 5th Ave, Brooklyn, NY 11215"
"192",1490000,2,"1",836,"Park Slope","sold","565 5th St #2, Brooklyn, NY 11215"
"193",1285000,2,"1",1200,"Park Slope","sold","118 8th Ave #10A, Brooklyn, NY 11215"
"194",1095000,2,"1",NA,"Park Slope","sold","391 3rd St #4, Brooklyn, NY 11215"
"195",1450000,3,"1",1288,"Park Slope","sold","17 Saint Johns Pl #3, Brooklyn, NY 11217"
"196",4300000,6,"4",4440,"Park Slope","sold","562 2nd St, Brooklyn, NY 11215"
"197",42530,1,"1",565,"Park Slope","sold","225 15th St #4B, Brooklyn, NY 11215"
"198",899000,2,"1",NA,"Park Slope","sold","162 Garfield Pl #2R, Brooklyn, NY 11215"
"199",2225000,3,"2",NA,"Park Slope","sold","953 President St #3, Brooklyn, NY 11215"
"200",975000,2,"1",4056,"Park Slope","sold","822 President St #4, Brooklyn, NY 11215"
"201",4225000,0,"1",4400,"Park Slope","sold","534 1st St, Brooklyn, NY 11215"
"202",550000,1,"1",NA,"Park Slope","sold","300 Garfield Pl #7, Brooklyn, NY 11215"
"203",2350000,3,"3",1960,"Park Slope","sold","497 10th St #1, Brooklyn, NY 11215"
"204",960000,3,"1",NA,"Park Slope","sold","415 9th St #53, Brooklyn, NY 11215"
"205",758596,1,"1",554,"Park Slope","sold","570 7th St #1A, Brooklyn, NY 11215"
"206",989000,1,"1",NA,"Park Slope","sold","145 Park Pl #4D, Brooklyn, NY 11217"
"207",595000,0,"1",3525,"Park Slope","sold","198 7th Ave, Brooklyn, NY 11215"
"208",3950000,0,"1",6388,"Park Slope","sold","409 7th Ave #8, Brooklyn, NY 11215"
"209",875000,0,"1",NA,"Park Slope","sold","88 Prospect Park W #4C, Brooklyn, NY 11215"
"210",275000,0,"1",NA,"Park Slope","sold","300 8th Ave #6P, Brooklyn, NY 11215"
"211",5500000,5,"4",4500,"Park Slope","sold","611 2nd St, Brooklyn, NY 11215"
"212",1260000,2,"1",NA,"Park Slope","sold","125 Prospect Park W #4C, Brooklyn, NY 11215"
"213",905000,2,"1",NA,"Park Slope","sold","363 7th St #3R, Brooklyn, NY 11215"
"214",875000,2,"1",NA,"Park Slope","sold","246 5th Ave #3L, Brooklyn, NY 11215"
"215",7400000,7,"4",NA,"Park Slope","sold","541 1st St, Brooklyn, NY 11215"
"216",1230000,2,"2",1055,"Park Slope","sold","255 1st St #7B, Brooklyn, NY 11215"
"217",1550000,3,"1",NA,"Park Slope","sold","782 President St #2L, Brooklyn, NY 11215"
"218",1226000,2,"1",NA,"Park Slope","sold","44 Prospect Park W #E6, Brooklyn, NY 11215"
"219",3200000,3,"3",1822,"Park Slope","sold","1 Prospect Park W #3G, Brooklyn, NY 11215"
"220",3200000,3,"3",1993,"Park Slope","sold","1 Prospect Park W #3D, Brooklyn, NY 11215"
"221",1800000,0,"1",4000,"Park Slope","sold","138 Park Pl, Brooklyn, NY 11217"
"222",1225000,2,"2",926,"Park Slope","sold","376 15th St #2C, Brooklyn, NY 11215"
"223",100,3,"2",NA,"Park Slope","sold","437 2nd St #1, Brooklyn, NY 11215"
"224",688000,1,"1",525,"Park Slope","sold","759 President St #3G, Brooklyn, NY 11215"
"225",2225000,3,"2",NA,"Park Slope","sold","953 President St #3, Brooklyn, NY 11215"
"226",980000,2,"1",815,"Park Slope","sold","420 6th Ave #6, Brooklyn, NY 11215"
"227",635000,1,"1",NA,"Park Slope","sold","164 Sterling Pl #4C, Brooklyn, NY 11217"
"228",2700000,7,"4",3200,"Park Slope","sold","291 6th Ave, Brooklyn, NY 11215"
"229",3475000,4,"3",3018,"Park Slope","sold","601 5th St, Brooklyn, NY 11215"
"230",995000,4,"3",2160,"Park Slope","sold","726 Union St, Brooklyn, NY 11215"
"231",2495000,0,"1",1920,"Park Slope","sold","363 6th St, Brooklyn, NY 11215"
"232",10,2,"1",1200,"Park Slope","sold","764 Union St #4, Brooklyn, NY 11215"
"233",1325000,2,"2",925,"Park Slope","sold","376 15th St #4D, Brooklyn, NY 11215"
"234",3100000,5,"4",3312,"Park Slope","sold","450 9th St, Brooklyn, NY 11215"
"235",526826,0,"1",1500,"Park Slope","sold","479 18th St, Brooklyn, NY 11215"
"236",2999999,7,"4",2610,"Park Slope","sold","358 8th St, Brooklyn, NY 11215"
"237",1280000,2,"2",960,"Park Slope","sold","515 5th Ave #7C, Brooklyn, NY 11215"
"238",825000,2,"1",850,"Park Slope","sold","160 Garfield Pl #3R, Brooklyn, NY 11215"
"239",1950000,3,"2",1818,"Park Slope","sold","40 Prospect Park W #3EF, Brooklyn, NY 11215"
"240",711756,1,"1",560,"Park Slope","sold","570 7th St #3C, Brooklyn, NY 11215"
"241",711756,1,"1",560,"Park Slope","sold","570 7th St #3C, Brooklyn, NY 11215"
"242",1225000,2,"1",NA,"Park Slope","sold","648 2nd St #5, Brooklyn, NY 11215"
"243",3495000,3,"4",2663,"Park Slope","sold","344 4th St, Brooklyn, NY 11215"
"244",1675000,3,"2",1600,"Park Slope","sold","235 Lincoln Pl #1C, Brooklyn, NY 11217"
"245",950000,2,"1",800,"Park Slope","sold","341 6th St #3R, Brooklyn, NY 11215"
"246",790000,0,"1",NA,"Park Slope","sold","414 2nd St #4B, Brooklyn, NY 11215"
"247",680000,1,"1",NA,"Park Slope","sold","218 Lincoln Pl #2A, Brooklyn, NY 11217"
"248",1900000,3,"5",1600,"Park Slope","sold","162 8th Ave #4R, Brooklyn, NY 11215"
"249",3050000,3,"3",2035,"Park Slope","sold","343 6th Ave #1A, Brooklyn, NY 11215"
"250",885000,1,"1",800,"Park Slope","sold","1 Plaza St W #12B, Brooklyn, NY 11217"
"251",1200000,3,"1",800,"Park Slope","sold","16 Lincoln Pl #2A, Brooklyn, NY 11217"
"252",1400000,3,"2",1054,"Park Slope","sold","468 5th St #2, Brooklyn, NY 11215"
"253",4500000,1,"1",3928,"Park Slope","sold","661 10th St, Brooklyn, NY 11215"
"254",1925000,0,"1",1728,"Park Slope","sold","423 10th St, Brooklyn, NY 11215"
"255",2850000,5,"4",3054,"Park Slope","sold","468 6th St, Brooklyn, NY 11215"
"256",970000,2,"5",943,"Park Slope","sold","575 4th Ave #4K, Brooklyn, NY 11215"
"257",750000,1,"1",NA,"Park Slope","sold","376 Bergen St #4R, Brooklyn, NY 11217"
"258",2200000,4,"1",1520,"Park Slope","sold","381 Bergen St, Brooklyn, NY 11217"
"259",1100000,2,"1",NA,"Park Slope","sold","25 Plaza St W #1J, Brooklyn, NY 11217"
"260",595000,0,"1",NA,"Park Slope","sold","198 7th Ave #2F, Brooklyn, NY 11215"
"261",2925000,0,"1",2637,"Park Slope","sold","294 6th St, Brooklyn, NY 11215"
"262",4325000,13,"5",5934,"Park Slope","sold","408 3rd St, Brooklyn, NY 11215"
"263",2200000,2,"4",2088,"Park Slope","sold","616 10th St, Brooklyn, NY 11215"
"264",925000,2,"1",3132,"Park Slope","sold","279 Prospect Pl, Brooklyn, NY 11238"
"265",715000,1,"1",565,"Park Slope","sold","225 15th St #3B, Brooklyn, NY 11215"
"266",785000,1,"1",NA,"Park Slope","sold","135 Garfield Pl #3F, Brooklyn, NY 11215"
"267",3710000,6,"3",3672,"Park Slope","sold","421 6th St, Brooklyn, NY 11215"
"268",3200000,5,"2",1920,"Park Slope","sold","521A 6th Ave, Brooklyn, NY 11215"
"269",2758000,0,"1",6177,"Park Slope","sold","565 1st St #4, Brooklyn, NY 11215"
"270",779000,1,"1",NA,"Park Slope","sold","1113 8th Ave #4R, Brooklyn, NY 11215"
"271",999999,2,"3",1431,"Park Slope","sold","392 11th St #1A, Brooklyn, NY 11215"
"272",3995000,8,"4",3396,"Park Slope","sold","133 Saint Johns Pl, Brooklyn, NY 11217"
"273",790000,0,"1",NA,"Park Slope","sold","414 2nd St #1B, Brooklyn, NY 11215"
"274",770000,1,"1",789,"Park Slope","sold","343 4th Ave #2I, Brooklyn, NY 11215"
"275",1870000,3,"2",1722,"Park Slope","sold","539 4th St #3L, Brooklyn, NY 11215"
"276",2350000,5,"3",2660,"Park Slope","sold","420 9th St, Brooklyn, NY 11215"
"277",3777000,5,"4",2920,"Park Slope","sold","14 Park Pl, Brooklyn, NY 11217"
"278",570000,0,"1",403,"Park Slope","sold","225 15th St #4A, Brooklyn, NY 11215"
"279",1390000,3,"2",1002,"Park Slope","sold","452 12th St #2, Brooklyn, NY 11215"
"280",1,2,"2",1400,"Park Slope","sold","346 9th St #A, Brooklyn, NY 11215"
"281",1,2,"1",1500,"Park Slope","sold","390 5th St, Brooklyn, NY 11215"
"282",9e+05,2,"1",760,"Park Slope","sold","565 Carroll St #4, Brooklyn, NY 11215"
"283",1,1,"1",3600,"Park Slope","sold","526 9th St #4, Brooklyn, NY 11215"
"284",1,0,"1",2220,"Park Slope","sold","374 6th Ave, Brooklyn, NY 11215"
"285",2800000,0,"1",2610,"Park Slope","sold","362 8th St, Brooklyn, NY 11215"
"286",780000,1,"1",798,"Park Slope","sold","302 2nd St #2F, Brooklyn, NY 11215"
"287",1150000,2,"1",1075,"Park Slope","sold","44 Prospect Park W #B8, Brooklyn, NY 11215"
"288",2100000,3,"3",1608,"Park Slope","sold","276 16th St, Brooklyn, NY 11215"
"289",3025000,0,"1",2510,"Park Slope","sold","449 14th St, Brooklyn, NY 11215"
"290",3065000,5,"4",1798,"Park Slope","sold","319A 12th St, Brooklyn, NY 11215"
